race_id,date,spread,pick_ratio,num_horses,num_picks,invest,payout,profit,hit,winner,win_odds,top1_num,top1_odds,top1_hit,top1_payout
202006010101,20200105,45.44,0.125,16,2,1000,1080,80,1,7,3.6,12,1.6,0,0
202006010102,20200105,127.858,0.062,16,1,1000,0,-1000,0,7,5.9,2,1.5,0,0
202006010103,20200105,35.992,0.188,16,3,1100,1170,70,1,15,3.9,6,3.1,0,0
202006010104,20200105,15.574,0.188,16,3,1000,1350,350,1,1,2.7,1,2.7,1,270
202006010105,20200105,15.628,0.2,10,2,1000,1120,120,1,6,1.6,6,1.6,1,160
202006010106,20200105,19.796,0.133,15,2,1000,1190,190,1,8,1.7,8,1.7,1,170
202006010107,20200105,11.486,0.188,16,3,1000,1080,80,1,1,5.4,8,2.2,0,0
202006010108,20200105,5.969,0.312,16,5,1000,1019,19,1,3,5.1,3,5.1,1,509
202006010109,20200105,8.122,0.312,16,5,1100,1680,580,1,12,8.4,10,5.2,0,0
202006010110,20200105,12.032,0.188,16,3,1100,1720,620,1,15,4.3,16,4.0,0,0
202006010111,20200105,17.929,0.176,17,3,900,1290,390,1,7,4.3,3,3.1,0,0
202006010112,20200105,4.649,0.25,16,4,900,0,-900,0,7,37.3,10,2.6,0,0
202006010201,20200105,19.625,0.25,16,4,1000,0,-1000,0,3,8.3,5,3.6,0,0
202006010202,20200105,20.091,0.188,16,3,900,1150,250,1,13,2.3,13,2.3,1,229
202006010203,20200105,34.399,0.125,16,2,1000,1400,400,1,9,2.0,9,2.0,1,200
202006010204,20200105,33.222,0.125,16,2,1000,1120,120,1,12,2.8,3,1.8,0,0
202006010205,20200105,46.541,0.125,16,2,1000,0,-1000,0,7,3.8,10,3.2,0,0
202006010206,20200105,15.536,0.188,16,3,900,1140,240,1,8,5.7,7,2.3,0,0
202006010207,20200105,70.687,0.091,11,1,1000,0,-1000,0,4,19.3,9,1.5,0,0
202006010208,20200105,17.404,0.188,16,3,1000,1260,260,1,15,2.1,15,2.1,1,210
202006010209,20200105,28.121,0.188,16,3,1100,0,-1100,0,1,7.8,10,3.0,0,0
202006010210,20200105,34.86,0.133,15,2,1000,1440,440,1,6,2.4,6,2.4,1,240
202006010211,20200105,11.848,0.273,11,3,1000,1280,280,1,10,3.2,10,3.2,1,320
202006010212,20200105,17.739,0.182,11,2,1000,1380,380,1,4,4.6,10,1.9,0,0
202008010101,20200105,56.359,0.062,16,1,1000,1300,300,1,4,1.3,4,1.3,1,130
202008010102,20200105,34.116,0.188,16,3,1100,1400,300,1,6,3.5,2,3.2,0,0
202008010103,20200105,17.53,0.188,16,3,1000,0,-1000,0,13,4.9,10,3.8,0,0
202008010104,20200105,17.351,0.25,12,3,1000,0,-1000,0,6,7.8,10,3.0,0,0
202008010105,20200105,12.421,0.25,16,4,1000,1580,580,1,5,7.9,4,3.6,0,0
202008010106,20200105,31.189,0.125,16,2,1000,1290,290,1,5,4.3,4,1.6,0,0
202008010107,20200105,7.16,0.25,16,4,1000,0,-1000,0,7,18.2,6,4.2,0,0
202008010108,20200105,20.081,0.125,16,2,1000,1170,170,1,6,3.9,4,1.9,0,0
202008010109,20200105,3.165,0.286,7,2,1000,0,-1000,0,7,5.0,5,2.7,0,0
202008010110,20200105,15.342,0.188,16,3,1000,1080,80,1,15,5.4,3,2.4,0,0
202008010111,20200105,13.213,0.167,18,3,1100,1650,550,1,3,5.5,13,3.1,0,0
202008010112,20200105,8.092,0.188,16,3,1000,1540,540,1,16,7.7,4,2.5,0,0
202008010201,20200105,17.47,0.267,15,4,1100,0,-1100,0,9,7.0,7,4.9,0,0
202008010202,20200105,8.664,0.188,16,3,1000,1470,470,1,9,4.9,14,3.0,0,0
202008010203,20200105,14.514,0.188,16,3,900,1180,280,1,3,5.9,8,2.4,0,0
202008010204,20200105,9.831,0.25,12,3,1000,1100,100,1,1,2.2,1,2.2,1,220
202008010205,20200105,46.601,0.125,16,2,1000,1330,330,1,11,1.9,11,1.9,1,190
202008010206,20200105,15.862,0.333,9,3,1000,0,-1000,0,2,20.5,6,2.7,0,0
202008010207,20200105,12.593,0.267,15,4,900,0,-900,0,14,13.2,6,3.3,0,0
202008010208,20200105,12.169,0.25,12,3,900,1200,300,1,5,3.0,5,3.0,1,300
202008010209,20200105,7.676,0.333,12,4,1100,1120,20,1,11,2.8,11,2.8,1,280
202008010210,20200105,13.89,0.364,11,4,1000,0,-1000,0,2,16.3,5,3.6,0,0
202008010211,20200105,9.785,0.267,15,4,1100,1240,140,1,15,3.1,15,3.1,1,310
202008010212,20200105,5.35,0.25,16,4,1000,0,-1000,0,10,25.6,16,2.7,0,0
202006010301,20200111,47.27,0.125,16,2,1000,0,-1000,0,14,19.9,6,2.5,0,0
202006010302,20200111,94.733,0.062,16,1,1000,1300,300,1,13,1.3,13,1.3,1,130
202006010303,20200111,40.16,0.188,16,3,1000,1100,100,1,9,2.2,9,2.2,1,220
202006010304,20200111,23.411,0.188,16,3,1000,0,-1000,0,5,18.5,15,2.4,0,0
202006010305,20200111,24.899,0.188,16,3,1000,1080,80,1,1,2.7,1,2.7,1,270
202006010306,20200111,71.415,0.125,16,2,1000,1350,350,1,2,2.7,5,2.4,0,0
202006010307,20200111,14.867,0.188,16,3,900,1200,300,1,16,3.0,16,3.0,1,300
202006010308,20200111,19.881,0.231,13,3,1000,0,-1000,0,11,7.0,10,3.1,0,0
202006010309,20200111,14.446,0.188,16,3,1100,0,-1100,0,5,10.3,12,2.5,0,0
202006010310,20200111,13.426,0.125,16,2,1000,0,-1000,0,12,13.7,11,2.1,0,0
202006010311,20200111,11.583,0.308,13,4,1100,1440,340,1,4,7.2,12,3.2,0,0
202006010312,20200111,13.893,0.25,16,4,1000,1520,520,1,13,7.6,2,2.8,0,0
202006010401,20200111,30.184,0.188,16,3,1000,0,-1000,0,12,59.5,14,1.8,0,0
202006010402,20200111,16.173,0.188,16,3,1000,1250,250,1,6,2.5,6,2.5,1,250
202006010403,20200111,42.128,0.125,16,2,1000,1120,120,1,3,2.8,2,2.1,0,0
202006010404,20200111,20.604,0.214,14,3,1100,1140,40,1,13,5.7,3,1.9,0,0
202006010405,20200111,24.657,0.188,16,3,1000,1240,240,1,7,3.1,7,3.1,1,310
202006010406,20200111,11.645,0.25,16,4,1000,1440,440,1,16,7.2,6,3.1,0,0
202006010407,20200111,12.29,0.188,16,3,1000,0,-1000,0,14,29.1,11,3.0,0,0
202006010408,20200111,3.908,0.375,16,6,1100,1260,160,1,2,4.2,2,4.2,1,420
202006010409,20200111,15.349,0.231,13,3,1000,0,-1000,0,13,52.2,10,3.0,0,0
202006010410,20200111,5.855,0.25,12,3,900,1060,160,1,12,5.3,11,2.4,0,0
202006010411,20200111,14.231,0.2,15,3,1000,1300,300,1,5,2.6,5,2.6,1,260
202006010412,20200111,26.086,0.188,16,3,1000,0,-1000,0,2,141.8,7,3.2,0,0
202006010501,20200111,23.927,0.25,16,4,1000,0,-1000,0,15,10.4,3,3.5,0,0
202006010502,20200111,170.024,0.062,16,1,1000,1100,100,1,16,1.1,16,1.1,1,110
202006010503,20200111,99.284,0.062,16,1,1000,0,-1000,0,16,12.9,5,1.5,0,0
202006010504,20200111,15.0,0.125,16,2,1000,0,-1000,0,7,7.7,15,2.0,0,0
202006010505,20200111,13.914,0.133,15,2,1000,1040,40,1,2,1.3,2,1.3,1,130
202006010506,20200111,32.835,0.125,16,2,1000,0,-1000,0,9,21.6,5,2.9,0,0
202006010507,20200111,13.085,0.2,15,3,1000,1590,590,1,12,5.3,2,3.3,0,0
202006010508,20200111,12.086,0.2,10,2,1000,1260,260,1,10,4.2,7,1.9,0,0
202006010509,20200111,8.219,0.188,16,3,1000,1300,300,1,9,2.6,9,2.6,1,260
202006010510,20200111,3.527,0.312,16,5,900,940,40,1,4,4.7,4,4.7,1,470
202006010511,20200111,33.857,0.125,16,2,1000,0,-1000,0,1,8.4,11,2.0,0,0
202006010512,20200111,15.829,0.25,16,4,1100,1120,20,1,10,5.6,2,4.0,0,0
202008010301,20200111,28.381,0.25,16,4,1000,1470,470,1,8,4.9,5,3.7,0,0
202008010302,20200111,29.299,0.125,16,2,1000,1120,120,1,12,1.6,12,1.6,1,160
202008010303,20200111,42.548,0.125,16,2,1000,1320,320,1,8,2.2,8,2.2,1,220
202008010304,20200111,7.841,0.231,13,3,1000,1420,420,1,13,7.1,6,1.8,0,0
202008010305,20200111,11.763,0.188,16,3,1000,0,-1000,0,5,82.8,6,4.0,0,0
202008010306,20200111,15.618,0.188,16,3,1000,1080,80,1,4,2.7,4,2.7,1,270
202008010307,20200111,6.989,0.25,8,2,1000,0,-1000,0,8,6.2,3,2.1,0,0
202008010308,20200111,11.525,0.273,11,3,1000,0,-1000,0,10,6.5,4,3.7,0,0
202008010309,20200111,23.259,0.125,16,2,1000,1360,360,1,6,1.7,6,1.7,1,170
202008010310,20200111,6.521,0.25,12,3,1000,1020,20,1,7,1.7,7,1.7,1,170
202008010311,20200111,11.128,0.133,15,2,1000,1600,600,1,12,2.0,12,2.0,1,200
202008010312,20200111,16.173,0.188,16,3,900,1080,180,1,5,3.6,9,2.7,0,0
202008010401,20200111,41.353,0.125,16,2,1000,0,-1000,0,8,35.1,15,2.6,0,0
